sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
F,18.863875,1.560029,71.728069,sim,nao,3.0,3.339914,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,21.016665,1.790172,105.042194,sim,sim,2.259679,3.0,as vezes,nao,1.026143,0.268801,0.077818,as vezes,transporte publico
M,21.0,1.67,67.0,sim,sim,3.0,1.0,sempre,nao,2.0,1.0,1.0,nao,transporte publico
M,21.556361,1.773664,116.160329,sim,sim,2.0,3.0,as vezes,nao,2.0,1.399183,1.0,as vezes,transporte publico
F,20.590046,1.736276,130.927138,sim,sim,3.0,3.0,as vezes,nao,1.852692,1.46361,0.962336,as vezes,transporte publico
M,21.0,1.66,,sim,sim,2.0,3.0,as vezes,sim,2.0,1.0,1.0,,transporte publico
F,20.0,1.58,53.5,sim,sim,,1.0,frequentemente,nao,2.0,1.0,1.0,as vezes,transporte publico
M,23.0,1.68,62.0,nao,nao,2.0,4.0,frequentemente,nao,2.0,0.0,0.0,as vezes,carro
M,18.0,1.791174,108.9606,sim,sim,2.0,1.08687,as vezes,nao,2.279124,1.0,1.609773,nao,transporte publico
F,25.311534,1.685482,113.451224,sim,sim,3.0,3.0,as vezes,nao,2.987718,0.387074,0.283804,as vezes,transporte publico
F,18.0,1.685633,90.032671,sim,sim,2.496455,3.0,as vezes,nao,1.850344,1.066101,0.732265,as vezes,transporte publico
F,26.0,1.633195,111.883747,sim,sim,3.0,3.0,as vezes,nao,2.619517,0.0,0.140368,as vezes,transporte publico
F,28.770039,1.580858,79.713492,,sim,2.0,1.0,as vezes,nao,2.0,0.005405,0.0,nao,transporte publico
F,21.768834,1.733383,135.524857,sim,sim,3.0,3.0,as vezes,nao,1.485736,1.950374,0.869238,as vezes,transporte publico
F,26.0,1.638836,110.970479,sim,sim,3.0,3.0,as vezes,nao,2.644135,0.0,0.357581,as vezes,transporte publico
F,38.542937,1.517248,79.843221,sim,sim,2.0,3.0,as vezes,nao,1.095134,0.0,0.0,,carro
F,22.226815,1.609068,83.785312,sim,sim,2.094184,2.735706,as vezes,nao,2.257922,2.230547,0.195339,nao,transporte publico
M,31.484494,1.707613,82.586893,sim,sim,2.795086,3.250467,as vezes,nao,1.367876,0.022958,0.0,nao,carro
F,21.566815,1.748533,133.94608,sim,sim,3.0,3.0,as vezes,nao,2.833566,1.413239,0.862724,as vezes,transporte publico
M,26.0,1.7,70.0,sim,nao,3.0,1.0,frequentemente,nao,2.0,2.0,0.0,frequentemente,transporte publico
M,20.0,1.77,70.0,sim,sim,1.0,1.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
F,19.0,1.61,62.0,sim,sim,3.0,1.0,frequentemente,nao,2.0,1.0,,frequentemente,transporte publico
F,40.0,1.561109,62.871794,sim,sim,2.948248,3.0,as vezes,nao,2.429911,0.11964,0.360193,as vezes,carro
F,26.0,1.640745,110.919646,sim,sim,,3.0,as vezes,nao,2.666178,,0.276907,as vezes,transporte publico
M,30.520854,1.784049,120.644178,sim,sim,2.499108,3.0,as vezes,nao,2.040952,0.838739,0.489854,as vezes,carro
F,26.0,1.632983,111.157811,sim,sim,3.0,3.0,as vezes,nao,2.638896,0.0,0.224559,as vezes,transporte publico
M,32.610018,1.742538,83.390983,sim,sim,2.247704,3.053598,as vezes,nao,1.919629,0.408023,0.0,nao,carro
M,55.022494,1.673394,80.400306,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,nao,carro
M,30.684347,1.915,129.966428,sim,sim,2.108638,3.0,as vezes,sim,1.014876,0.987521,0.047473,as vezes,transporte publico
M,20.418832,1.836669,105.257543,sim,sim,2.0,3.0,as vezes,nao,2.793505,2.21939,0.202902,nao,
F,21.289104,1.708291,130.986338,sim,sim,3.0,3.0,as vezes,nao,1.205548,1.723934,0.952352,as vezes,transporte publico
M,21.0,1.8,62.0,sim,sim,3.0,3.0,as vezes,nao,2.0,1.0,0.0,,transporte publico
M,22.0,1.72,82.0,,,2.0,1.0,,,2.0,2.0,1.0,as vezes,transporte publico
F,26.0,1.584782,105.055597,sim,sim,3.0,3.0,as vezes,nao,1.197667,0.0,0.534769,as vezes,transporte publico
F,,1.6,56.0,sim,sim,2.0,1.0,sempre,nao,2.0,1.0,0.0,as vezes,andando
F,25.999174,1.638218,104.810024,sim,sim,3.0,3.0,as vezes,nao,2.654636,0.069238,0.629578,as vezes,transporte publico
F,25.0,1.57,55.0,nao,sim,2.0,1.0,,nao,2.0,2.0,0.0,as vezes,transporte publico
F,24.284833,1.650726,113.774198,sim,sim,3.0,3.0,as vezes,nao,2.75137,0.324913,0.516764,as vezes,transporte publico
M,22.0,1.65,80.0,sim,nao,2.0,3.0,as vezes,nao,2.0,3.0,2.0,nao,andando
M,18.0,1.7,50.0,nao,sim,1.0,3.0,frequentemente,nao,1.0,2.0,1.0,as vezes,transporte publico
M,16.198153,1.691007,52.629374,nao,sim,2.0,2.000986,as vezes,nao,2.673835,0.99295,0.474836,as vezes,
F,19.621545,,61.616,nao,sim,2.908757,2.696051,as vezes,nao,1.622827,0.539952,0.001096,as vezes,
F,,1.617749,68.908136,sim,sim,1.188089,3.269088,as vezes,nao,2.039535,0.779686,1.043108,as vezes,transporte publico
M,,1.718097,88.600878,sim,sim,,3.0,as vezes,nao,1.568035,0.870127,0.0,nao,carro
F,26.0,1.643421,111.939983,sim,sim,3.0,3.0,as vezes,nao,2.722276,0.0,0.091711,as vezes,transporte publico
M,36.023972,1.670667,90.575934,sim,sim,2.903545,1.508685,as vezes,nao,2.450069,1.45473,0.0,as vezes,carro
F,26.0,1.62439,110.008636,sim,sim,3.0,3.0,as vezes,,,0.0,0.368472,as vezes,transporte publico
M,,1.742654,85.0,sim,nao,2.0,3.0,as vezes,nao,2.976229,1.0,0.121992,as vezes,transporte publico
M,21.125836,1.638085,70.0,nao,sim,2.0,1.0,nao,nao,2.115967,0.770536,0.0,,transporte publico
M,23.0,1.65,,sim,nao,2.0,,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
F,19.442663,1.627812,82.0,sim,sim,1.081585,2.870661,as vezes,nao,1.11756,0.0,1.616826,as vezes,transporte publico
M,25.758307,1.766547,115.45845,sim,sim,2.203962,3.0,as vezes,nao,2.15687,1.289421,1.220767,as vezes,transporte publico
M,18.0,1.76,69.5,nao,nao,3.0,3.0,frequentemente,nao,3.0,2.0,2.0,nao,transporte publico
M,17.671064,1.854706,59.20945,sim,sim,2.707666,3.737914,as vezes,nao,2.026547,2.009397,0.613971,nao,carro
M,22.582371,1.753081,95.269089,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,2.0,nao,transporte publico
F,21.0,1.54,49.0,sim,nao,2.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,transporte publico
,26.0,1.648143,111.950113,sim,sim,3.0,3.0,as vezes,nao,2.786417,0.0,0.079673,as vezes,transporte publico
F,18.281092,1.7,50.0,,sim,1.036414,3.205587,as vezes,nao,1.745959,0.115974,1.0,as vezes,transporte publico
F,21.687409,1.604697,68.016472,sim,sim,1.901611,3.266501,nao,,2.926995,0.985872,0.307982,as vezes,transporte publico
M,18.0,1.738702,50.248677,sim,sim,1.871213,3.0,as vezes,nao,1.283738,0.684879,1.487223,as vezes,transporte publico
F,27.0,1.55,62.0,nao,sim,3.0,1.0,as vezes,nao,1.0,,0.0,as vezes,transporte publico
F,19.364339,1.80835,150.51648,sim,sim,3.0,3.0,as vezes,nao,,1.734424,0.863043,as vezes,transporte publico
F,18.166318,1.649553,82.323954,sim,sim,2.864776,3.0,as vezes,nao,1.876915,0.631565,,nao,transporte publico
M,24.911994,1.785241,88.03748,sim,sim,1.306844,2.279546,as vezes,nao,2.0,0.0,0.739609,as vezes,transporte publico
M,21.0,1.76,78.0,sim,sim,3.0,1.0,as vezes,nao,2.0,,0.0,as vezes,andando
F,25.795187,1.669039,104.593929,sim,sim,3.0,3.0,as vezes,nao,1.554925,0.209586,0.823069,as vezes,transporte publico
F,25.561868,1.675185,110.621723,sim,sim,3.0,3.0,as vezes,nao,1.49583,0.109327,0.384129,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,
F,20.392665,1.525234,65.220249,sim,nao,2.451009,3.0,as vezes,nao,2.0,2.177243,1.323877,nao,transporte publico
F,39.392569,1.706349,85.720788,sim,sim,2.944287,1.466393,as vezes,nao,2.442775,,0.779334,nao,carro
F,21.90012,1.843419,165.057269,sim,sim,3.0,3.0,as vezes,nao,2.406541,0.10032,0.479221,as vezes,transporte publico
F,29.32038,,69.906708,sim,sim,2.366949,3.0,as vezes,nao,1.926577,1.581242,0.0,as vezes,carro
M,18.0,1.792687,108.204547,sim,sim,2.0,2.478794,as vezes,nao,2.967064,1.0,0.4346,nao,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,35.0,1.53,45.0,sim,nao,3.0,3.0,frequentemente,nao,1.0,0.0,1.0,nao,carro
M,20.156664,1.620109,103.393354,sim,sim,2.766441,1.240424,,nao,1.413218,0.165269,0.862587,nao,transporte publico
M,30.079371,1.810616,,sim,sim,2.0,3.0,as vezes,nao,1.622638,0.033745,0.105895,as vezes,transporte publico
M,,1.780791,102.921218,sim,sim,2.0,3.0,as vezes,nao,1.613829,1.251665,0.0,as vezes,transporte publico
M,23.170309,1.707557,75.306702,sim,sim,2.303367,3.042774,as vezes,nao,1.277636,0.944982,0.366126,as vezes,transporte publico
M,25.492855,1.770124,114.163921,sim,,2.159033,3.0,as vezes,nao,2.116399,1.331526,0.052942,as vezes,
M,19.506389,1.824449,87.656029,sim,sim,2.793561,3.788602,as vezes,nao,2.429059,2.094542,0.393358,as vezes,transporte publico
F,31.0,1.58,68.0,sim,nao,2.0,1.0,,nao,1.0,1.0,0.0,as vezes,transporte publico
F,19.0,1.53161,42.0,nao,sim,2.749268,1.394539,frequentemente,nao,1.322048,0.463949,0.800993,as vezes,
F,25.540865,1.668709,104.754958,sim,sim,3.0,3.0,as vezes,nao,1.412049,0.143955,0.753077,as vezes,transporte publico
,21.721507,1.849998,122.119682,sim,sim,3.0,2.014671,as vezes,nao,1.292786,0.145687,0.0,as vezes,transporte publico
F,19.726522,1.508267,61.10403,nao,sim,2.778079,3.0,as vezes,nao,1.696691,0.94224,0.879925,as vezes,transporte publico
M,24.0,1.7,85.0,sim,sim,,3.0,frequentemente,nao,3.0,0.0,1.0,frequentemente,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
M,31.190219,1.842812,125.973927,sim,sim,2.151335,3.0,as vezes,sim,1.491169,0.883542,0.527766,as vezes,transporte publico
F,31.0,1.62,68.0,nao,nao,3.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,carro
F,19.275687,1.623377,82.851318,sim,sim,1.276858,2.918124,as vezes,nao,1.403784,0.552511,1.560402,as vezes,transporte publico
F,25.540865,1.668709,104.754958,sim,sim,3.0,3.0,as vezes,nao,1.412049,0.143955,0.753077,as vezes,transporte publico
M,21.0,1.612556,69.463458,,sim,,1.259628,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
M,19.108796,1.768578,87.803311,sim,sim,2.754646,3.0,as vezes,nao,2.957821,2.242754,0.786609,as vezes,transporte publico
F,26.0,1.633887,111.878132,sim,sim,3.0,3.0,as vezes,nao,2.621976,0.0,0.123861,as vezes,transporte publico
F,,1.645511,69.168978,sim,sim,2.000466,3.0,as vezes,nao,1.131448,0.061366,0.0,as vezes,carro
F,26.0,1.602025,104.899348,sim,sim,3.0,3.0,as vezes,nao,2.613928,0.0,0.553093,as vezes,transporte publico
F,19.007177,1.690727,49.895716,nao,,1.212908,3.207071,as vezes,nao,1.029703,2.0,1.0,as vezes,transporte publico
F,18.301773,1.808765,140.292018,sim,sim,3.0,3.0,as vezes,nao,2.830247,1.783138,0.789064,as vezes,transporte publico
M,25.447208,1.65891,104.548794,sim,sim,2.859097,1.340361,as vezes,nao,1.530508,0.174475,1.261705,nao,transporte publico
,29.153907,1.773656,87.070234,nao,sim,1.595746,3.618722,as vezes,nao,1.274389,1.504003,0.370067,nao,carro
M,34.543563,1.765188,85.0,sim,sim,,3.0,as vezes,nao,2.653831,1.96582,0.891189,nao,carro
M,22.549208,1.629194,70.0,nao,sim,2.0,1.0,nao,nao,2.803311,0.245354,0.0,as vezes,transporte publico
M,21.0,1.7,65.0,sim,sim,2.0,1.0,frequentemente,nao,2.0,1.0,2.0,sempre,andando
,19.850524,1.785062,104.187314,sim,sim,2.0,3.0,as vezes,nao,2.15157,1.605983,0.0,nao,transporte publico
M,22.766227,1.874061,89.754302,sim,sim,2.0,2.870005,as vezes,nao,1.15031,0.417724,1.0,as vezes,carro
F,26.0,1.59,47.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
M,22.0,1.74,75.0,sim,,3.0,3.0,frequentemente,nao,1.0,1.0,0.0,nao,carro
M,18.0,1.719827,52.289828,sim,sim,1.202075,3.0,as vezes,,1.927976,0.023574,1.747256,as vezes,transporte publico
M,23.096353,1.728183,,sim,sim,2.0,2.986172,as vezes,,2.364208,2.492402,1.632506,nao,transporte publico
M,28.363149,1.793476,112.725005,sim,sim,1.99124,3.0,as vezes,nao,,0.0,0.292956,as vezes,transporte publico
F,21.0,1.52,42.0,,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
M,30.577944,1.783953,,sim,sim,2.341999,3.0,as vezes,nao,2.299878,0.565242,,as vezes,carro
M,21.077356,1.702002,97.971598,sim,sim,2.0,1.66338,as vezes,nao,2.0,0.0,1.865851,nao,transporte publico
F,22.829681,1.616085,82.582954,sim,sim,2.663866,1.416309,as vezes,nao,2.379275,0.256323,0.598244,,transporte publico
F,21.334585,1.729045,131.529267,sim,sim,,3.0,as vezes,nao,1.302193,,0.94232,as vezes,transporte publico
F,35.125401,1.529834,62.903938,nao,sim,2.0,2.105616,as vezes,nao,1.456581,0.0,0.9974,as vezes,carro
F,40.821515,1.553026,77.74518,sim,sim,2.0,3.0,as vezes,nao,1.406115,0.0,0.0,as vezes,carro
F,19.529746,1.751038,133.843033,sim,sim,3.0,3.0,as vezes,nao,2.955075,1.46046,0.655558,as vezes,transporte publico
M,24.825393,1.603501,101.038263,sim,sim,2.996186,1.134042,as vezes,nao,1.270166,0.073065,1.551934,,transporte publico
F,38.542937,1.517248,79.843221,sim,sim,2.0,3.0,as vezes,nao,1.095134,0.0,0.0,,carro
F,26.0,1.622468,110.400847,sim,sim,3.0,3.0,as vezes,nao,2.695094,0.0,0.413474,as vezes,transporte publico
M,22.18881,1.717722,81.92991,sim,sim,2.0,1.152521,as vezes,nao,1.723159,1.39016,1.094941,as vezes,transporte publico
M,41.0,1.75,115.806977,sim,sim,2.0,2.701521,as vezes,nao,1.142644,0.514225,0.0,nao,
M,17.0,1.79,57.0,sim,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,nao,transporte publico
M,23.826684,1.783609,120.921535,,sim,2.591292,2.956422,as vezes,nao,2.31083,1.48524,0.281815,,transporte publico
F,19.349258,1.52337,42.0,nao,sim,2.913486,1.060796,frequentemente,nao,1.596212,0.108948,0.773087,as vezes,transporte publico
F,,1.652084,73.575981,,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.018877,as vezes,carro
F,20.0,1.54,39.0,sim,sim,1.0,3.0,as vezes,nao,2.0,3.0,2.0,as vezes,transporte publico
F,21.0285,1.742364,78.664618,sim,sim,2.780699,1.101404,as vezes,nao,1.579207,1.153775,0.0,as vezes,transporte publico
F,37.974483,1.560215,80.0,sim,sim,2.569075,2.463113,as vezes,nao,1.567366,0.359134,0.0,as vezes,carro
F,23.0,1.665199,83.15115,sim,sim,2.928234,1.458507,as vezes,nao,2.777379,0.354541,1.707018,nao,transporte publico
M,19.223259,1.706082,78.073528,sim,nao,1.961347,3.0,as vezes,nao,2.0,1.655488,1.0,as vezes,transporte publico
M,21.688557,1.807029,105.696358,sim,sim,2.055209,3.0,as vezes,nao,2.885852,0.903369,0.14451,as vezes,transporte publico
M,22.758998,1.859717,121.284533,sim,sim,2.654076,2.574108,as vezes,nao,1.78471,1.170537,0.0,as vezes,transporte publico
M,17.06713,1.896734,59.895052,sim,sim,2.842102,3.34175,as vezes,nao,2.0,2.511157,0.560351,nao,carro
M,23.0,1.8,77.0,sim,nao,2.0,3.0,as vezes,nao,2.0,2.0,1.0,frequentemente,transporte publico
F,19.0,,49.0,sim,sim,2.0,1.0,nao,nao,2.0,2.0,0.0,nao,transporte publico
M,,1.742654,85.0,sim,nao,2.0,3.0,as vezes,nao,2.976229,1.0,0.121992,as vezes,transporte publico
F,24.469756,1.663341,113.077187,sim,sim,3.0,3.0,,nao,2.632224,,0.26956,as vezes,transporte publico
F,40.821515,1.553026,77.74518,sim,sim,2.0,3.0,as vezes,nao,1.406115,0.0,0.0,as vezes,carro
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,23.0,1.65,90.0,sim,sim,,3.0,as vezes,nao,3.0,0.0,1.0,nao,transporte publico
M,20.406066,1.868931,63.199726,sim,sim,3.0,3.699594,as vezes,nao,2.825629,1.699592,0.071028,as vezes,carro
M,26.271621,1.660955,90.0,sim,sim,2.0,3.0,as vezes,nao,3.0,0.669278,0.505266,as vezes,carro
M,19.337404,1.859927,87.105828,sim,sim,2.21232,4.0,as vezes,nao,2.374044,2.0,0.622638,as vezes,transporte publico
F,37.218161,1.593894,63.320629,sim,sim,2.37464,3.0,as vezes,nao,2.0,2.892922,0.480813,as vezes,carro
F,20.781751,1.734092,125.117633,sim,sim,3.0,3.0,as vezes,nao,1.54249,0.6277,0.450479,as vezes,transporte publico
M,22.0,1.72,68.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,nao,transporte publico
M,20.0,1.81748,85.0,sim,sim,2.95118,,as vezes,nao,3.0,2.433918,0.561602,as vezes,transporte publico
M,18.0,1.7108,50.92538,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.593704,as vezes,transporte publico
M,24.444846,1.718845,86.319887,sim,sim,2.0,2.677693,as vezes,nao,2.693978,0.0,0.688013,as vezes,transporte publico
M,23.0,1.87,95.0,sim,sim,1.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
M,23.479181,1.680171,91.068054,sim,sim,1.220024,3.0,as vezes,nao,1.046254,0.520989,0.61599,nao,carro
F,25.998646,1.640741,104.808542,sim,sim,3.0,3.0,as vezes,nao,2.653531,0.190061,0.692343,as vezes,transporte publico
M,,1.79,90.0,nao,nao,2.0,1.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,18.743587,1.789143,138.202869,sim,sim,3.0,3.0,as vezes,nao,2.83377,0.806422,0.672513,as vezes,transporte publico
M,23.083621,1.848553,121.421121,sim,sim,3.0,2.567567,,nao,2.011023,0.916478,0.0,as vezes,transporte publico
F,16.950499,1.603501,65.0,sim,sim,2.96008,,as vezes,nao,2.0,0.736032,1.344072,nao,transporte publico
M,21.556361,1.773664,116.160329,sim,sim,2.0,3.0,as vezes,nao,2.0,1.399183,1.0,as vezes,transporte publico
F,38.943282,1.554728,63.011645,sim,sim,2.869436,3.0,as vezes,nao,2.972426,2.16079,0.305954,as vezes,carro
F,23.099906,1.571812,78.997166,sim,sim,2.0,1.0,as vezes,nao,2.0,0.402614,0.0,nao,transporte publico
F,25.998646,1.640741,104.808542,sim,sim,3.0,3.0,as vezes,nao,2.653531,0.190061,0.692343,as vezes,transporte publico
M,,1.810215,105.254354,sim,sim,2.39728,2.036794,as vezes,nao,2.659419,1.062011,1.771135,as vezes,carro
F,18.236087,1.62,69.3899,sim,sim,2.22399,1.0,as vezes,nao,2.20312,0.104451,1.899073,nao,transporte publico
F,21.837058,1.558045,63.597633,nao,sim,2.53915,1.590982,as vezes,nao,1.977801,1.264616,0.0,as vezes,transporte publico
F,26.0,1.649178,111.914361,sim,sim,3.0,3.0,as vezes,nao,2.884077,0.0,0.096576,as vezes,transporte publico
F,21.837996,1.588046,44.236067,nao,nao,3.0,1.69608,frequentemente,nao,2.550307,1.098862,0.0,nao,transporte publico
M,21.0,1.82,72.0,sim,sim,1.0,3.0,frequentemente,nao,3.0,2.0,0.0,as vezes,transporte publico
M,17.06713,1.896734,59.895052,sim,sim,2.842102,3.34175,as vezes,nao,2.0,2.511157,0.560351,nao,carro
F,19.300435,1.739354,49.649613,nao,sim,3.0,3.754599,as vezes,nao,1.692112,2.0,1.0,as vezes,transporte publico
F,24.284833,1.650726,113.774198,sim,sim,3.0,3.0,as vezes,nao,2.75137,0.324913,0.516764,as vezes,transporte publico
F,18.13782,1.819728,151.278532,sim,sim,3.0,3.0,as vezes,nao,,1.999836,0.94603,as vezes,transporte publico
M,25.994746,1.811602,106.042142,sim,sim,3.0,3.0,as vezes,nao,2.858171,1.813318,,as vezes,transporte publico
F,,1.52,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
F,36.0,1.63,80.0,,nao,3.0,,,nao,1.0,0.0,0.0,as vezes,carro
,21.344018,1.746516,144.302261,sim,sim,3.0,3.0,as vezes,nao,2.36651,1.247505,0.723366,as vezes,transporte publico
F,21.330178,1.747987,147.296186,,sim,3.0,3.0,as vezes,nao,2.336349,1.4164,0.711724,as vezes,transporte publico
M,21.125836,1.638085,70.0,nao,sim,2.0,1.0,nao,nao,2.115967,0.770536,0.0,,transporte publico
M,30.554956,1.779136,120.60094,sim,sim,2.671238,3.0,as vezes,nao,2.145368,0.882709,0.593917,as vezes,carro
F,35.456326,1.651812,79.437921,sim,sim,2.156065,,as vezes,nao,1.221281,0.503279,1.796136,nao,carro
M,23.0,1.68,70.0,nao,sim,2.0,3.0,as vezes,nao,2.0,2.0,2.0,frequentemente,andando
F,32.0,1.57,57.0,sim,,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,carro
M,,1.780791,102.921218,sim,sim,2.0,3.0,as vezes,nao,1.613829,1.251665,0.0,as vezes,transporte publico
F,20.0,,52.0,nao,sim,3.0,3.0,frequentemente,nao,1.0,3.0,1.0,nao,carro
F,21.071195,1.616467,68.77185,sim,sim,1.452524,3.950553,nao,nao,2.109858,0.508847,1.194633,as vezes,transporte publico
M,23.562135,1.717432,75.371244,sim,sim,2.0,3.0,as vezes,nao,2.0,0.121585,1.967259,as vezes,transporte publico
M,18.0,1.840138,60.0,sim,sim,3.0,4.0,as vezes,nao,2.0,2.0,0.0,nao,carro
F,20.744839,1.667852,49.803921,sim,sim,2.977018,3.193671,frequentemente,nao,2.482933,2.0,1.0,nao,transporte publico
M,21.016665,1.790172,105.042194,sim,sim,2.259679,3.0,as vezes,nao,1.026143,0.268801,0.077818,as vezes,transporte publico
M,21.834894,1.722785,94.094184,sim,sim,2.0,2.966803,as vezes,nao,2.0,0.0,1.281541,nao,transporte publico
F,18.94093,1.746411,133.676663,sim,sim,3.0,3.0,as vezes,nao,2.864933,1.501647,0.786846,as vezes,transporte publico
M,20.0,1.67,78.0,sim,nao,2.0,1.0,as vezes,nao,3.0,0.0,0.0,frequentemente,carro
M,,1.62,58.0,nao,nao,2.0,3.0,as vezes,nao,1.0,,0.0,nao,transporte publico
M,17.0,1.72,62.0,nao,sim,2.0,3.0,sempre,nao,2.0,3.0,1.0,nao,transporte publico
M,18.0,1.72,,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
F,17.099015,1.6,65.0,sim,sim,3.0,2.401341,as vezes,nao,2.0,0.663896,1.753745,as vezes,transporte publico
F,20.952737,1.730333,132.116491,sim,sim,3.0,3.0,as vezes,nao,1.674061,1.683497,0.780199,as vezes,transporte publico
F,22.989846,1.65,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.146919,2.0,nao,transporte publico
M,23.0,1.87,95.0,sim,sim,1.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
F,18.766033,1.579561,,nao,sim,2.027574,1.0,as vezes,nao,1.636326,0.0,1.906141,as vezes,transporte publico
F,25.992898,1.638075,105.036522,sim,sim,3.0,3.0,as vezes,nao,2.419153,0.019404,0.597626,as vezes,transporte publico
M,30.350516,1.860292,123.721352,sim,sim,2.002784,3.0,as vezes,nao,2.292906,1.034031,0.0,as vezes,carro
M,31.346845,1.823545,126.460936,sim,sim,2.938801,3.0,as vezes,sim,1.478994,0.946763,1.360463,as vezes,transporte publico
F,26.0,1.622397,110.79263,sim,sim,3.0,3.0,as vezes,nao,2.704507,0.0,0.29499,as vezes,
F,19.0,1.559567,42.12617,nao,sim,3.0,1.989398,as vezes,nao,2.241607,0.206025,0.284453,nao,transporte publico
M,21.0,1.68,70.0,sim,sim,3.0,3.0,as vezes,nao,3.0,0.0,2.0,as vezes,transporte publico
M,19.0,1.78,64.0,,,2.0,3.0,as vezes,nao,1.0,1.0,0.0,nao,transporte publico
F,18.003153,1.729996,75.816864,sim,sim,2.992329,3.0,as vezes,nao,2.004908,1.0,1.405086,,transporte publico
M,25.929746,,105.0,,sim,3.0,3.0,as vezes,nao,2.045069,1.725931,1.619596,as vezes,transporte publico
M,29.881301,1.758189,108.721893,sim,sim,3.0,3.0,,nao,1.271178,1.944728,0.0,as vezes,carro
F,17.420269,1.489409,53.620604,nao,sim,1.836554,1.865238,as vezes,nao,2.0,0.320209,1.969507,as vezes,transporte publico
F,26.0,1.632193,111.886611,sim,sim,3.0,3.0,as vezes,nao,2.617988,0.0,0.156187,as vezes,transporte publico
F,18.94093,1.746411,133.676663,sim,sim,3.0,3.0,as vezes,nao,2.864933,1.501647,0.786846,as vezes,transporte publico
F,26.0,1.624134,111.531208,sim,sim,3.0,3.0,as vezes,nao,2.609188,0.0,0.17403,as vezes,transporte publico
F,33.0,1.55,55.0,sim,sim,,1.0,,,3.0,2.0,1.0,as vezes,transporte publico
F,18.063582,1.633675,82.459577,sim,sim,2.921576,3.0,as vezes,nao,1.003636,1.000227,0.905596,nao,transporte publico
M,24.05331,1.872561,121.471077,sim,sim,2.808027,2.683061,as vezes,nao,2.640483,1.280191,0.0,as vezes,transporte publico
F,40.0,1.570811,62.211572,sim,sim,2.253371,3.0,as vezes,nao,2.756916,1.016042,0.213437,as vezes,carro
M,28.986237,1.758618,113.501549,sim,sim,2.320201,3.0,as vezes,nao,2.164784,0.0,1.465479,as vezes,carro
M,18.611197,1.714143,96.568814,sim,sim,2.0,2.967089,as vezes,nao,2.0,0.0,0.467048,nao,transporte publico
M,19.108796,1.768578,87.803311,sim,sim,2.754646,3.0,as vezes,nao,2.957821,2.242754,0.786609,as vezes,transporte publico
F,21.0,1.752944,,,sim,2.839048,2.10601,as vezes,nao,1.639202,1.117311,0.967919,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,21.572114,1.751067,133.845064,sim,sim,3.0,3.0,as vezes,nao,2.748569,1.427037,0.902825,as vezes,transporte publico
M,25.0,1.66,68.0,nao,sim,2.0,3.0,as vezes,sim,1.0,1.0,1.0,as vezes,transporte publico
M,34.0,1.78,73.0,nao,sim,2.0,3.0,as vezes,nao,2.0,3.0,1.0,as vezes,carro
M,18.274358,1.824655,58.621349,sim,sim,2.14084,4.0,as vezes,nao,2.931438,2.0,1.164457,nao,carro
